id,tweet,subtask_a,subtask_b,subtask_c
63262,@ user @ user @ user ’ perpetuate colonialism . going talk # puertorico must puerto ricans panel ! jeezuz.fucking.christ ! difficult ? # diásporaenresistencia url,0,,
13136,anonymous message # antifa # q # qanon # thegreatawakening # commieclowns # resistancerises # resistance url,0,,
74670,@ user antifa place society !,0,,
45111,@ user @ user two vote home ! west texas stoked ! inspiring ! !,0,,
72024,@ user ? liberal trashy ?,1,1,1
11405,@ user grape !,0,,
90605,@ user hello somebody need hyukjae danger watching fancams,0,,
28728,@ user never show much intelligence .,0,,
98547,@ user yes saw say tapper kept basket kept coming back stupid answer finally gave ’ think big fan policy ’ stupid please,1,1,0
98382,@ user go anything fucked head .,1,1,0
80430,@ user sure was't thinking .,0,,
68007,@ user url 's guy . guy look like sheila . # qanon # maga # greatawakening -crocodile dundee url,0,,
88809,@ user @ user @ user 's problem ... go back fast furious proof atf looking influence gun control u . may preposterous government would fake sandy hook n't facilitating drug war somewhat similar ?,0,,
71577,@ user need know empty inside,1,1,0
15863,@ user oh dear . ’ sorry migraine . well . sending prayer . ,0,,
11918,"@ user sister far . kindest , sweetest person alive . use grandma passed may . woman saint . even song written , mom 's saint '' . written child course . url",0,,
17391,@ user liberal mentally unstable ! !,1,1,1
34443,@ user @ user authorized search warrant mr jean home ? racist drug test . premediated murder . slandered . victim .,1,1,0
87904,@ user would line putz know conservative think ?,0,,
19732,@ user dude.. r u trolling ash rock z ? .. guy.. hurry see bjp govt state .,0,,
52972,@ user @ user ’ said always praying even tho ’ anything . ’ sure heart broken well event,0,,
20800,@ user @ user @ user one ? active threat could shot driving need gun control ? idea threat exists hypothetical excuse carry big scary gun ?,0,,
39866,@ user get life !,0,,
18348,@ user container hurricane donation found rotting puerto rico parking lot url,0,,
61093,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user followed # fantastic # maga # patriot  look forward following back . thank & amp ; wonderful day ,0,,
75384,@ user suicide rate america similar country strict gun control.they use url u.k. jumping cliff bridge common method .,0,,
68664,@ user joining antifa ?,0,,
90705,@ user @ user apparently durbin amnesia,0,,
83290,/ canada regulated firearm since last quarter th century . law probably contributed canada % many handgun circulation u . url,0,,
22185,@ user @ user @ user heard making wave,1,1,0
13257,@ user ’ anita hill versus clarence thomas . hope confirmation process end result . # maga ‍,0,,
90575,@ user @ user boi n't,0,,
37630,rd time teacher career ’ parent tell he/she praying . always consider win  # teacherlife # prayalloftheprayers url,0,,
51377,@ user welcome ! ! ! # whysjamescryin ? ? ?,0,,
51635,@ user @ user funny watching liberal sudden transparent . warner problem leak . truth issue . . people big trouble . warner likely one .,0,,
14407,@ user brown like,0,,
87366,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user lady always make smile..if know mean ,0,,
77089,# thursdaythoughts- fuck liberal . forever .,1,1,1
27974,@ user scalp custer ?,0,,
79972,@ user 's proven gun control law intended disarm law abiding citizen subvert # a. criminal *don't* care gun law .,1,1,1
38981,@ user @ user @ user @ user nothing abusive ever done anyone ! including woman people country putting horrible stress worrying going . easy '' say . agree gabby ! '',0,,
30085,@ user @ user mxm nigger think give fuck url,1,1,0
95773,@ user @ user fake . vote . want sympathy .,1,1,0
94397,@ user @ user ask antifa - one like & amp ; respect,0,,
51053,kid different woman american jobless men ? nigerian men bomb ! ! !,1,1,2
21635,@ user banning ammunition gun still legal . instate gun control keep / watch firearm .,0,,
80767,@ user @ user @ user dont anything trump conservative . refuse trade business,0,,
63772,@ user @ user @ user got signing book ... ... cute url,0,,
14131,@ user russian agent disgrace . hey old creep @ user going die prison . trump sold america russian ’ time time year crime . scumbag .,1,1,0
62738,@ user @ user wow salinsky tactic,0,,
33709,@ user insanely ridiculous bullshit .,1,0,
98754,@ user nh way populated country conservative privertised nh buy,0,,
53995,@ user ’ surprised . pig worked neonazis unmask antifa protestors . local coverage shit journos like @ user ’ cover . rely @ user investigative coverage url,1,1,1
52965,@ user @ user gun control anyone ? # disarmhate,0,,
19654,@ user @ user ’ gun control ... .practice reading comprehension first,0,,
46633,@ user @ user beginning believe liberal sociopath . none people believe rule law . evidence crime go # confirmbrettkavanaughnow,0,,
82171,@ user @ user % american lazy vote . non-voters skew liberal . many liberal vote throw vote away rd party loser . next question ?,1,1,2
54467,@ user ca n't wait see maga tat across chest picture mueller .,0,,
50936,@ user @ user 'm sure n't call gated community 's private security firm bull connors '' though . 's funny : liberal love privatization police ! '',1,1,1
97580,@ user @ user wonder many child molested,1,1,0
18747,@ user @ user amazing . admire much always able raise ugliness & amp ; hatred . show u grace .,0,,
54991,@ user @ user oh england ? view gun control stopped mattering .,1,1,0
55051,@ user @ user @ user @ user @ user @ user antifa party & amp ; sudden expect u believe care anyone besides . nope .,1,1,2
59090,antifa caught guard getting confronted last person ... url via @ user,0,,
23159,@ user ouch !,1,0,
58548,@ user @ user wonder apologized diamond silk calling “ minstrel show ? ” fired making face .,1,1,0
41277,@ user ’ awesome kavanaugh ’ shake gun control dad hand . sorry kid killed gun ’ future judge fault happened ... ... omg white people city silly,1,1,1
51592,@ user john podesta spirit cooking pedo . 's photo valerie jarrett rather compromising situation . # maga # qanon # drainthedeepstate # draintheswamp url,1,1,0
38752,@ user @ user somebody 's terrified . happen # american public know # truth 've ? # drainthedeepstate # maga # trump # kag url,0,,
56068,@ user love way piss liberal . url,1,1,1
29892,@ user ? bet still sloane ... pretty awesome ! !,0,,
88585,@ user @ user @ user auto correct gggrrr *crazy witch*,1,1,1
14234,@ user @ user turned speech sounded like liberal becoming another nasty party '' personal attack various individual . '',1,1,1
25552,# sjw crap and/or # paedophilia .. # hollywood # tv # movie # gaming # politics # comic # police # publicauthorities like # council .. # dwp # dwpcrimes # catholicchurch # church # vatican # islam # muslim used weapon .. missed anything ? ! # nh maybe ? # mbga # conservative,0,,
56476,@ user think talk referee like expect everyone support ! treat specially ?,0,,
97329,@ user another negative democrat refuse disappear !,1,1,0
85409,. @ user elected mp could please explain @ user still promoting idea eu already rejected ? 've month go nothing appears moving onward . @ user like blind leading blind # brexitshambles # brexitmeansbrexit url,1,1,1
83153,@ user getting paris climate agreement voter wanted ! obama committed u $ b towards agreement ! keep paying third world country going broke ! help place like cal . illegals either !,0,,
70465,@ user ’ gon na tip two new asshole,0,,
14118,@ user ’ effected radiation killed . hope mention lady gaga witch . since known immortal witch supreme,1,1,0
79969,@ user mike @ user country living country constitutional republic democracy,0,,
63792,( election season ) trump : dick magnificent dick . tremendous . leftist : prove russian puppet ! trump : *whips dick fit senility* conservative : *vote trump victory*,1,1,0
71927,# science # ecology # health # nature problem one many gun control url url,0,,
82293,@ user @ user @ user @ user interesting demoncraps n't even inventive enough create cartoon . originally put republican - liberal koolaide drinker always . liberal also scum earth prove daily lie,1,1,1
48263,@ user believe president fake id ?,0,,
80449,old article going relevant soon ... . # clintonfoundation # maga # clintoncrimes url,0,,
61995,@ user need go joe p,0,,
32122,@ user !  url,0,,
65470,@ user @ user @ user n't think clue leadership liberal temperament year old child told ... .you intellectual brilliance goat.. please stop tweeting . tds making look quite fool..,0,,
86166,"@ user @ user gun control leftist : 'd rather child responsible parent locked front door didnt let get involved neighbor dv . shir , . could grab '' , couldnt leavem shes lucky didnt find first . ''",0,,
40450,someone please show @ user @ user @ user @ user @ user front center tonight unless get declass today # maga url,0,,
61533,@ user ajsjjsjdkkdjdk want much ’ literally tell die ’ obey,1,1,1
31469,@ user @ user sorry hear loss friend : (,0,,
53663,@ user @ user characterization famous people funny . black . cue race baiters ... ... ...,0,,
40857,@ user @ user @ user @ user ’ dead . necrophiliac well ? good know ... must suck chess never mind dimensional chess ... ’ even think one move ahead let alone many ... change twitter handle dumbaf even ish,1,1,0
48969,@ user @ user funny conservative n't like one 's defected sure n't mind liberal defected . 's integrity ?,0,,
23228,"@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user get testy decide 're paid shill '' lot , end hanging around qanon 'll get used . ''",1,1,1
98137,@ user @ user @ user could anyone want vote democrat want open border gun control,0,,
85415,@ user full blown temper tantrum manafort .,0,,
78473,@ user @ user @ user trump sick man . toxic mean spirited .,1,1,0
30890,# va voter know @ user right side gun issue . gun control gun right ? answer may help determine whether nra-financed rep. comstock win reelection url,1,1,1
92935,@ user # oshaeterry # thuglife # criminal behaved ordinary disposable criminal . # maga # maga # magarallyrules # texaspolice,1,1,0
58208,@ user ’ watch ’ care . # maga,0,,
86626,@ user @ user full bunk .,1,1,0
86331,@ user wait . conservative cry needing safe space '' sudden . liberal elite college . '',0,,
18702,@ user hell boycott mcenroe ... ..this much ! !,1,1,0
87470,@ user @ user respect constitution need driven office . # votedemsout # votered # therainmakers # qanon # maga # wwg wga url,0,,
27045,anti-antifa ball,1,0,
14408,@ user believe correct chico wise chihuahua ! ! ,0,,
78567,@ user im going hardcore bitch,1,1,0
41887,@ user hope right,0,,
74595,@ user @ user xx,0,,
26033,@ user @ user self-serving @ user n't stand reject mr may 's de facto # remain surrender . begone insurgent hashtag .,0,,
